year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,normalized_degree,canonical_degree
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,95.2,95.2,3209,3000,3522,3020,2700,3500,business administration (accountancy),Business Administration (Accountancy)
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97.6,95.3,3643,3100,3683,3200,3000,4000,business administration (accountancy) (hons),Business Administration (Accountancy)
2018,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media) **,na,na,na,na,na,na,na,na,computing (communications and media),Computing (Communications And Media)
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na,computing (computational biology),Computing (Computational Biology)
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),96.9,91.8,4577,4280,4658,4320,3900,5000,computing (computer science),Computing (Computer Engineering)
2018,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na,computing (electronic commerce),Computing (Electronic Commerce)
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na,na,na,na,na,computing (information security),Computing (Information Systems)
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98.4,95.3,4338,4375,4472,4458,4000,5000,computing (information systems),Computing (Information Systems)
2018,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),93.5,93.5,4432,4400,4499,4500,4000,5000,(business analytics),(Business Analytics)
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) # **,na,na,na,na,na,na,na,na,arts (architecture),Arts (Architecture)
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87,69.6,3309,3200,3371,3250,3000,3800,arts (industrial design),Arts (Industrial Design)
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),89,84.6,3189,3040,3237,3060,3000,3300,(project and facilities management),(Project And Facilities Management)
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),91.7,85.1,3295,3300,3372,3300,3000,3600,(real estate),(Real Estate)
2018,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na,na,na,na,na,medicine and surgery,Medicine And Surgery (Mbbs)
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),94.6,94.6,3230,3250,3469,3450,3300,3500,(nursing),(Nursing)
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),98,98,3306,3350,3546,3550,3400,3750,(nursing) (hons),(Nursing) (Hons)
2018,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,81,23.8,2000,1750,2100,1800,1500,2700,music,Music
2018,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,81.1,4283,3600,4381,3630,3275,4642,arts with honours,Arts With Honours
2018,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,89.5,78.9,5017,4800,5136,4800,3600,6435,with honours,Arts With Honours
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Engineering (Computer Engineering),88.6,84.3,4105,3800,4188,3975,3500,4900,(computer engineering),Computing (Computer Engineering)
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Environmental Studies,84.2,55.3,3371,3414,3385,3414,3000,3600,environmental studies,Environmental Studies
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,86.7,86.7,3277,3300,3324,3300,3196,3500,arts in game design,Arts In Game Design
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,91.2,52.9,2854,2800,2861,2800,2600,3000,fine arts in digital art and animation,Fine Arts In Digital Arts & Animation
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,94.7,89.5,3570,3600,3576,3600,3300,4000,in computer science and game design,In Computer Science & Game Design
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.8,96.8,4031,4000,4088,4016,3830,4200,in computer science in real-time interactive simulation,In Computer Science In Real-Time Interactive Simulation
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,84.6,76.9,3193,3100,3451,3300,3000,3600,with honours in chemical engineering,With Honours In Chemical Engineering
2020,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,90.5,65.7,4242,3800,4370,3890,3475,5000,arts with honours,Arts With Honours
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.5,81.8,3382,3300,3438,3343,3050,3500,with honours in electrical power engineering,With Honours In Chemical Engineering
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,97.1,94.3,3374,3250,3439,3250,3000,3600,with honours in marine engineering,With Honours In Chemical Engineering
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.5,82.3,3343,3200,3484,3253,3100,3600,with honours in mechanical design and manufacturing engineering,With Honours In Mechanical Design & Manufacturing Engineering
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,100,3368,3300,3479,3400,3300,3800,with honours in naval architecture,With Honours In Naval Architecture
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92.3,84.6,3245,3100,3545,3510,3100,3850,with honours in offshore engineering,With Honours In Chemical Engineering
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food and Human Nutrition,90.4,69.2,2837,2800,2895,2900,2625,3200,with honours in food and human nutrition,With Honours In Food & Human Nutrition
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,96.3,91.5,3188,3050,3216,3075,3000,3250,accountancy with honours,Accountancy With Honours
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security) ^,100,100,4111,4000,4116,4045,4000,4400,with honours in information & communications technology (information security),With Honours In Information & Communications Technology (Information Security)
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),95.7,95.7,3838,4000,3914,4000,3600,4300,with honours in information & communications technology (software engineering),With Honours In Information & Communications Technology (Information Security)
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),98.3,96.6,3618,3456,3688,3550,3400,3800,with honours in sustainable infrastructure engineering (land),With Honours In Sustainable Infrastructure Engineering (Land)
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,92.1,81.6,2898,2800,2991,2825,2600,3175,hospitality business with honours,Hospitality Business With Honours
2018,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,95.3,90.7,3260,3350,3536,3500,3350,3800,with honours in nursing,With Honours In Nursing Practice
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) ^,95.8,87.5,3476,3300,3571,3350,3300,3800,bachelor in science (diagnostic radiography),Bachelor In Science (Diagnostic Radiography)
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),96.6,96.6,3409,3450,3431,3460,3300,3610,bachelor in science (occupational therapy),Bachelor In Science (Occupational Therapy)
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3258,3300,3276,3300,3000,3600,bachelor in science (physiotherapy),Bachelor In Science (Physiotherapy)
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na,bachelor in science (radiation therapy),Bachelor In Science (Occupational Therapy)
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,83.7,75.5,3048,3000,3298,3200,3000,3550,in chemical engineering,In Chemical Engineering
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,83.3,69.4,3506,3500,3609,3500,3300,4000,in electrical engineering & information technology,In Electrical Engineering & Information Technology
2018,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,86.5,64.9,2643,2530,2929,2663,2415,3300,business administration in food business management,Business Administration In Food Business Management
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,84.9,54.7,2818,2850,3055,2950,2550,3000,arts with honours in communication design,Arts With Honours In Communication Design
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,76.9,2710,2700,2796,2775,2500,3000,arts with honours in interior design,Arts With Honours In Communication Design
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,78,70.7,3440,3200,3454,3200,3000,3500,with honours in aeronautical engineering,With Honours In Chemical Engineering
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,82.4,61.8,3412,3300,3451,3380,3025,3875,with honours in aerospace systems,With Honours In Aerospace Systems
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,94.3,90.6,3587,3400,3718,3500,3100,4000,with honours in mechanical design engineering,With Honours In Mechanical Design & Manufacturing Engineering
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93.7,87.3,3633,3500,3812,3600,3275,4298,with honours in mechatronics,With Honours In Mechatronics
2018,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,94.7,89.3,3926,3929,3996,4000,3500,4225,with honours in computing science,With Honours In Computing Science
2018,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,91.9,74.2,3645,3500,3726,3729,3260,4100,arts with honours in criminology and security,Arts With Honours In Criminology And Security
2018,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,100,98.2,2897,2925,2911,2925,2800,3100,in early childhood education,In Early Childhood Education
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy,96.4,92.3,3576,3000,3607,3000,3000,3650,accountancy,Accountancy
2018,Singapore Management University,School of Accountancy (4-year programme) *,Accountancy (Cum Laude and above),96.3,95.1,4396,3450,4439,3550,3013,4773,accountancy (cum laude and above),Accountancy Cum Laude And Above
2018,Singapore Management University,School of Business (4-year programme) *,Business Management,91.6,86.5,4017,3600,4133,3700,3250,4500,business management,Business Management
2018,Singapore Management University,School of Business (4-year programme) *,Business Management (Cum Laude and above),97.4,95.6,4433,4000,4544,4000,3500,4800,business management (cum laude and above),Business Management (4-Year Programme) Cum Laude And Above
