year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,degree_cleaned,is_honours,field_of_study
2014,SIT,Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3204,3200,3229,3200,3000,3500,bachelor in science (physiotherapy),0,Medicine and Health Sciences
2014,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,88,88,3396,3000,3415,3000,2849,4194,bachelor of engineering with in aeronautical engineering,1,Engineering
2014,SIT,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,85.7,75,3217,3100,3333,3150,2900,3500,bachelor of engineering with in aerospace systems,1,Engineering
2014,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,92.3,92.3,3229,3000,3424,3250,2950,3556,bachelor of engineering with in mechanical design engineering,1,Engineering
2014,SIT,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,93,87.3,3067,3050,3209,3100,2964,3443,bachelor of engineering with in mechatronics,1,Engineering
2014,SIT,University of Manchester,Bachelor of Science with Honours in Nursing Practice,97.2,94.4,3230,3260,3464,3511,3115,3860,bachelor of science with in nursing practice,1,Science
2014,SIT,"University of Nevada, Las Vegas",Bachelor of Science (Major in Hospitality Management),88.8,78,2445,2500,2634,2500,2300,2900,bachelor of science (major in hospitality management),0,Business and Management
2014,SIT,Wheelock College,Bachelor of Science in Early Childhood Education,97.1,97.1,2509,2600,2553,2600,2475,2613,bachelor of science in early childhood education,0,Education
2015,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),98.6,97.3,4225,3500,4438,3770,3000,4850,bachelor of accountancy,1,Business and Management
2015,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),97.3,96.5,3182,2850,3240,2875,2850,3125,bachelor of accountancy,1,Business and Management
2015,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),92.2,87.6,3343,3100,3502,3200,2900,3700,bachelor of business,1,Business and Management
2015,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),100,100,4036,4184,4395,4583,3800,4876,bachelor of business,1,Business and Management
2015,NTU,College of Engineering,Aerospace Engineering,86,86,3699,3650,3724,3700,3450,4000,aerospace engineering,0,Engineering
2015,NTU,College of Engineering,Aerospace Engineering,,,,,,,,,aerospace engineering,0,Engineering
2015,NTU,College of Engineering,Bioengineering,92.6,76.5,3079,3000,3197,3113,2900,3450,bioengineering,0,Engineering
2015,NTU,College of Engineering,Business,,,,,,,,,business,0,Business and Management
2015,NTU,College of Engineering,Chemical,86.8,80.9,3156,3100,3373,3300,3000,3600,chemical,0,Engineering
2015,NTU,College of Engineering,Chemical,,,,,,,,,chemical,0,Engineering
2015,NTU,College of Engineering,Computer Engineering,85.1,83,3489,3350,3577,3500,3200,4000,computer engineering,0,Engineering
2015,NTU,College of Engineering,Civil Engineering,95.3,93,3125,3100,3206,3200,3000,3300,civil engineering,0,Engineering
2015,NTU,College of Engineering,Computer Science,92.4,91.4,3489,3300,3535,3300,3150,3800,computer science,0,Computer Science and IT
2015,NTU,College of Engineering,Electrical,88.6,86.2,3345,3200,3446,3300,3000,3690,electrical,0,Engineering
2015,NTU,College of Engineering,Environmental Engineering,89.7,82.1,3472,3200,3673,3300,3000,3835,environmental engineering,0,Science
2015,NTU,College of Engineering,Environmental Engineering,,,,,,,,,environmental engineering,0,Science
2015,NTU,College of Engineering,Information Engineering,87.3,80,3271,3200,3375,3275,3000,3500,information engineering,0,Engineering
2015,NTU,College of Engineering,Information Engineering,,,,,,,,,information engineering,0,Engineering
2015,NTU,College of Engineering,Materials Engineering,82.9,76.8,3213,3100,3397,3200,3000,3600,materials engineering,0,Engineering
2015,NTU,College of Engineering,Mechanical Engineering,88,80.7,3248,3200,3388,3250,3000,3600,mechanical engineering,0,Engineering
2015,NTU,College of Engineering,Mechanical Engineering,,,,,,,,,mechanical engineering,0,Engineering
2015,NTU,College of Engineering,Maritime Studies,95,95,3249,3200,3271,3200,3000,3300,maritime studies,0,Engineering
2015,NTU,"College of Humanities, Arts & Social Sciences","Art, Design & Media",79.3,56.9,3284,2800,3457,2800,2200,3000,"art, design & media",0,Design and Media
2015,NTU,"College of Humanities, Arts & Social Sciences",Chinese,81.8,76.6,2978,3000,3045,3200,2800,3500,chinese,0,Arts and Humanities
2015,NTU,"College of Humanities, Arts & Social Sciences",Communication Studies,85.1,74.4,2921,2900,3008,3000,2600,3330,communication studies,0,Arts and Humanities
2015,NTU,"College of Humanities, Arts & Social Sciences",Economics,87.4,75.9,3322,3200,3496,3300,3000,3800,economics,0,Mathematics and Statistics
2015,NTU,"College of Humanities, Arts & Social Sciences",English,88,74,3238,3000,3322,3314,2604,3743,english,0,Arts and Humanities
2015,NTU,"College of Humanities, Arts & Social Sciences",Linguistics,88.4,55.8,3475,3000,3753,3000,2800,3600,linguistics,0,Arts and Humanities
2015,NTU,"College of Humanities, Arts & Social Sciences",Psychology,73.3,52,3099,3121,3264,3200,2800,3562,psychology,0,Social Sciences
2015,NTU,"College of Humanities, Arts & Social Sciences",Sociology,85.7,79.4,3260,3000,3402,3125,2700,3600,sociology,0,Social Sciences
2015,NTU,College of Sciences,Biomedical Science (Traditional Chinese Medicine) #,100,100,2832,2800,2882,2800,2500,3105,biomedical science (traditional chinese medicine),0,Science
2015,NTU,College of Sciences,Biological Sciences,74.6,65.3,3117,3000,3229,3190,2875,3600,biological sciences,0,Science
2015,NTU,College of Sciences,Chemistry & Biological Chemistry,83.9,72.3,2960,2900,3139,3000,2800,3500,chemistry & biological chemistry,0,Science
2015,NTU,College of Sciences,Mathematics & Economics,95.3,84.4,3291,3000,3440,3205,2925,3500,mathematics & economics,0,Mathematics and Statistics
2015,NTU,College of Sciences,Mathematical Science,81.8,72.7,3254,3125,3402,3240,2950,3500,mathematical science,0,Science
2015,NTU,College of Sciences,Physics / Applied Physics,82.1,69.6,3098,3000,3186,3200,2900,3400,physics / applied physics,0,Science
2015,NTU,College of Sciences,Sports Science,90.7,72.1,3232,3000,3307,3295,2900,3600,sports science,0,Science
2015,NTU,National Institute of Education (NIE),Science (with Education),100,100,3496,3500,3604,3504,3500,3855,science (with education),0,Education
2015,NTU,National Institute of Education (NIE),Arts (with Education),100,100,3551,3500,3622,3500,3500,3605,arts (with education),0,Education
2015,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,88.4,74.6,2839,2880,2999,3000,2700,3215,bachelor of arts,0,Arts and Humanities
2015,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),83,70.5,3266,3310,3310,3310,3000,3625,bachelor of arts,1,Arts and Humanities
2015,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88.6,79.8,3317,3300,3442,3310,3000,3686,bachelor of social sciences,0,Science
2015,NUS,NUS Business School,Bachelor of Business Administration,88.2,80.3,3164,3000,3341,3000,2800,3700,bachelor of business administration,0,Business and Management
2015,NUS,NUS Business School,Bachelor of Business Administration (Hons),96,93.1,4173,3750,4326,3800,3300,4600,bachelor of business administration,1,Business and Management
2015,NUS,NUS Business School,Bachelor of Business Administration (Accountancy),97.6,97.6,2817,2850,2983,2850,2700,2960,bachelor of business administration (accountancy),0,Business and Management
2015,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),98.6,98.6,3547,3000,3587,3000,2850,3634,bachelor of business administration (accountancy),1,Business and Management
2015,NUS,School of Computing,Bachelor of Computing (Communications and Media),92.6,85.2,3230,3500,3291,3500,2800,3800,bachelor of computing (communications and media),0,Arts and Humanities
2015,NUS,School of Computing,Bachelor of Computing (Computational Biology) **,,,,,,,,,bachelor of computing (computational biology),0,Computer Science and IT
2015,NUS,School of Computing,Bachelor of Computing (Computer Engineering) **,,,,,,,,,bachelor of computing (computer engineering),0,Engineering
2015,NUS,School of Computing,Bachelor of Computing (Computer Science),97,95,3847,3700,3890,3700,3300,4400,bachelor of computing (computer science),0,Computer Science and IT
2015,NUS,School of Computing,Bachelor of Computing (Electronic Commerce),90.3,87.1,3255,3300,3301,3300,3000,3500,bachelor of computing (electronic commerce),0,Computer Science and IT
2015,NUS,School of Computing,Bachelor of Computing (Information Systems),97.2,97.2,3597,3500,3699,3550,3200,4100,bachelor of computing (information systems),0,Computer Science and IT
2015,NUS,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4053,4000,4083,4000,4000,4400,bachelor of dental surgery,0,Medicine and Health Sciences
2015,NUS,School of Design & Environment,Bachelor of Arts (Architecture) #,97.6,96.4,4054,4114,4099,4127,3700,4500,bachelor of arts (architecture),0,Others
2015,NUS,School of Design & Environment,Bachelor of Arts (Industrial Design),72,60,2907,3000,2908,3000,2700,3200,bachelor of arts (industrial design),0,Design and Media
2015,NUS,School of Design & Environment,Bachelor of Science (Project and Facilities Management),94.3,90.8,2989,3000,3067,3000,2800,3215,bachelor of science (project and facilities management),0,Business and Management
2015,NUS,School of Design & Environment,Bachelor of Science (Real Estate),93.9,89.6,3146,3000,3325,3100,2810,3500,bachelor of science (real estate),0,Science
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),86.2,75.9,3256,3200,3357,3300,3000,3500,bachelor of engineering (biomedical engineering),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),86,82.9,3400,3300,3529,3500,3000,4000,bachelor of engineering (chemical engineering),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),96.5,95.3,3300,3300,3366,3350,3200,3500,bachelor of engineering (civil engineering),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Computer Engineering),91.8,90.6,4119,4000,4252,4000,3325,4583,bachelor of engineering (computer engineering),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),92.1,90.4,3452,3200,3589,3300,3000,3700,bachelor of engineering (electrical engineering),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Engineering Science),82.6,73.9,3768,3735,3812,3800,3500,4420,bachelor of engineering (engineering science),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),88.1,85.7,3318,3430,3337,3450,3000,3670,bachelor of engineering (environmental engineering),0,Science
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),96.1,94.7,3624,3475,3724,3500,3300,4030,bachelor of engineering (industrial and systems engineering),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),100,95,3121,3200,3391,3350,3050,3790,bachelor of engineering (materials science and engineering),0,Engineering
2015,NUS,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),83.3,80,3279,3200,3422,3300,3000,3600,bachelor of engineering (mechanical engineering),0,Engineering
2015,NUS,Faculty of Law,Bachelor of Laws (L.L.B) (Hons) #,96.9,96.9,4866,4600,4910,4700,4200,5800,bachelor of laws (l.l.b),1,Law
2015,NUS,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery #,100,100,4352,4500,4729,4900,4500,5000,bachelor of medicine and bachelor of surgery,0,Medicine and Health Sciences
2015,NUS,YLL School of Medicine,Bachelor of Science (Nursing),97.3,97.3,3175,3200,3356,3400,3200,3445,bachelor of science (nursing),0,Science
2015,NUS,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),100,100,3219,3200,3466,3435,3300,3700,bachelor of science (nursing),1,Science
2015,NUS,Yong Siew Toh Conservatory of Music,Bachelor of Music,82.4,41.2,3244,3200,3344,3300,3000,3600,bachelor of music,0,Others
2015,NUS,Faculty of Science,Bachelor of Applied Science **,,,,,,,,,bachelor of applied science,0,Science
2015,NUS,Faculty of Science,Bachelor of Applied Science (Hons),85.2,77.8,3203,3000,3355,3100,3000,4000,bachelor of applied science,1,Science
2015,NUS,Faculty of Science,Bachelor of Science,84.3,64.2,2859,2900,3052,3000,2620,3200,bachelor of science,0,Science
2015,NUS,Faculty of Science,Bachelor of Science (Hons),83.9,76.2,3245,3200,3321,3300,3000,3600,bachelor of science,1,Science
2015,NUS,Faculty of Science,Bachelor of Science (Computational Biology) **,,,,,,,,,bachelor of science (computational biology),0,Science
2015,NUS,Faculty of Science,Bachelor of Science (Pharmacy) (Hons) #,99,97.9,3431,3500,3717,3500,3400,3929,bachelor of science (pharmacy),1,Medicine and Health Sciences
2015,NUS,Multi-Disciplinary Programme,Bachelor of Environmental Studies,71.9,59.4,3400,3462,3433,3500,3238,3550,bachelor of environmental studies,0,Science
2015,SMU,School of Accountancy (4-year programme) *,Accountancy,97.3,93,3287,2900,3427,3000,2850,3500,accountancy,0,Business and Management
2015,SMU,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,97.7,97.7,3597,3100,3701,3200,2850,4110,accountancy cum laude and above,0,Business and Management
2015,SMU,School of Business (4-year programme) *,Business Management,93.9,88.2,3513,3200,3611,3300,3000,4000,business management,0,Business and Management
2015,SMU,School of Business (4-year programme) *,Business Management Cum Laude and above,98.3,93.3,4050,3800,4130,3868,3200,4600,business management cum laude and above,0,Business and Management
2015,SMU,School of Economics (4-year programme) *,Economics,90.3,85.8,3798,3500,3946,3500,3200,4100,economics,0,Mathematics and Statistics
2015,SMU,School of Economics (4-year programme) *,Economics Cum Laude and above,98.2,92.7,4249,3800,4380,3850,3500,4700,economics cum laude and above,0,Mathematics and Statistics
2015,SMU,School of Information Systems (4-year programme) *,Information Systems Management,94.8,85.9,3491,3500,3660,3500,3200,4110,information systems management,0,Computer Science and IT
2015,SMU,School of Information Systems (4-year programme) *,Information Systems Management Cum Laude and above,97.4,92.1,3577,3800,3834,3800,3500,4166,information systems management cum laude and above,0,Computer Science and IT
2015,SMU,School of Social Sciences (4-year programme) *,Social Sciences,89,83,3306,3100,3550,3200,2980,3600,social sciences,0,Science
2015,SMU,School of Social Sciences (4-year programme) *,Social Sciences Cum Laude and above,93.1,89.7,3887,3500,4012,3560,3300,4583,social sciences cum laude and above,0,Science
2015,SMU,School of Law (4-year programme) *,Law #,99,99,4889,4600,4997,4731,4350,5800,law,0,Law
2015,SMU,School of Law (4-year programme) *,Law Cum Laude and above #,100,100,5160,4766,5313,5000,4500,5995,law cum laude and above,0,Law
